variant,test_month,train_mode,top_n,band_rule,min_train_bets,tracks,worst_band_train,worst_band_train_pnl,band_excluded,test_bets,test_pnl,test_max_dd
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2023-10,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2767.2393404457794,,2454,344.38185547999996,-181.30982738
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2023-11,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3038.8378782257796,,2592,302.31600822,-143.17596044
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2023-12,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3281.6702642257796,,2682,-395.87725306,-458.84156865999995
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-01,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3078.8699095857796,,2722,-3.242260039999991,-157.24511606
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-02,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3229.1423922857794,,2538,225.30592922000005,-103.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-03,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3179.8977276487876,,2802,-133.03105468,-199.09981474000006
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-04,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3242.954498368787,,2662,-5.471273019999984,-225.30693049999996
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-05,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3322.2622215087868,,2754,-183.04426552,-226.39365534000004
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-06,expanding,5,exclude_worst_if_negative,200,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3081.7530153887874,,2732,434.05849446,-244.76485492
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-07,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Swindon,Hove",10-12,3417.200795448787,,2432,-52.7993055,-307.19400564
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-08,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Swindon,Hove",10-12,3525.7458264087873,,2726,277.48526119999997,-226.3704297
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-09,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Swindon,Towcester,Hove",10-12,3717.6359173887877,,2468,-167.80851484000002,-219.27982592
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-10,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Swindon,Hove",12-15,3673.87783666578,,2520,18.08566742000003,-267.38922068
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-11,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3692.0739076457794,,2612,143.1751721,-178.1362315
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2024-12,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3746.70551152578,,2494,-67.21656695999997,-205.06009282
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-01,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3738.56196456578,,2582,-48.245774100000006,-280.25831134
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-02,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3759.47482266578,,2588,234.41999191999997,-348.3332574
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-03,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3860.5931528457795,,2748,386.60481868,-108.04028914
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-04,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Swindon,Hove",15-20,3978.5840502609494,,2756,375.7186028,-112.84753604000002
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-05,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Swindon,Hove",10-12,4222.561578868787,,2954,345.77295898000006,-242.77618312000004
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-06,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Swindon,Hove",10-12,4222.174039028787,,2428,189.58086602,-77.257544
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-07,expanding,5,exclude_worst_if_negative,200,"Romford,Towcester,Harlow,Swindon,Hove",10-12,4232.668535868787,,2542,-348.15752982000004,-473.63510782
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-08,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,4129.127755788788,,2497,-46.68895649999999,-144.04259973
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-09,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3918.771126098787,,1196,-95.93134625000002,-161.94681032
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-10,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3858.309553738787,,1125,-245.42735120999998,-211.33070772999997
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-11,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3823.332179668788,,912,21.96427167999998,-79.47811829
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2025-12,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3844.4501126787873,,1088,49.29211999000001,-71.7446583
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2026-01,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3847.2597255187875,,990,80.57891298999999,-65.68489982
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=200,2026-02,expanding,5,exclude_worst_if_negative,200,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3953.300276148788,,962,222.22550532999998,-22.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-01,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Swindon,Hove,Perry Barr",12-15,1618.495508362037,,3402,-115.09618870009885,-378.5250687676302
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-02,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Swindon,Hove,Towcester",12-15,1502.3419105887074,,3134,251.2895818672506,-323.10678519448163
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-03,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Swindon,Towcester,Hove",12-15,1421.19690812779,,3740,134.04862608076502,-324.68679113817416
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-04,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Swindon,Towcester,Sunderland",10-12,2141.199617461509,,3400,652.6801527237643,-99.441571351357
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-05,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Sunderland",10-12,2422.3006399573746,,3346,328.4650049581852,-203.28132261488255
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-06,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Sunderland",10-12,2600.365764662195,,3352,20.713422947267176,-323.1633759765193
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-07,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Swindon,Towcester,Hove",12-15,1878.3420430217966,,3524,-264.25192189477553,-425.17396109089134
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-08,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Sunderland",10-12,2487.188878107516,,2968,-286.3673291026279,-493.53448601320883
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-09,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1796.4246838004374,,2972,-165.70666533548626,-377.00269488751263
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-10,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,1690.4600545071062,,3448,229.70547277077276,-183.47150742725836
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-11,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1626.7322610976285,,3198,237.99981275583625,-90.61709716069512
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2022-12,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1736.0566801639457,,2802,218.60838822855933,-164.23006127073015
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-01,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1961.7514394153714,,3076,203.98871963091267,-260.4563167152214
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-02,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1871.8597706387136,,2910,380.61344452426954,-60.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-03,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1836.2637925657798,,3478,-191.66866828000002,-273.57978504000005
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-04,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,1758.4005296857795,,3414,360.49460506,-139.9509047
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-05,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2137.2057758857795,,3436,-0.057583419999936325,-251.4999744
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-06,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2088.4241996257797,,3548,358.03272584000007,-189.54051554000003
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-07,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2253.2258097657796,,3160,167.98742056,-127.0503051
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-08,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2345.96630104578,,2752,-208.02628045999998,-191.79657104
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-09,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2251.44644604578,,2430,380.13012716000003,-178.28319801999996
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-10,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2767.2393404457794,,2454,344.38185547999996,-181.30982738
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-11,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3038.8378782257796,,2592,302.31600822,-143.17596044
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2023-12,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3281.6702642257796,,2682,-395.87725306,-458.84156865999995
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-01,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3078.8699095857796,,2722,-3.242260039999991,-157.24511606
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-02,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3229.1423922857794,,2538,225.30592922000005,-103.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-03,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3179.8977276487876,,2802,-133.03105468,-199.09981474000006
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-04,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3242.954498368787,,2662,-5.471273019999984,-225.30693049999996
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-05,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3322.2622215087868,,2754,-183.04426552,-226.39365534000004
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-06,expanding,5,exclude_worst_if_negative,500,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3081.7530153887874,,2732,434.05849446,-244.76485492
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-07,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Swindon,Hove",10-12,3417.200795448787,,2432,-52.7993055,-307.19400564
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-08,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Swindon,Hove",10-12,3525.7458264087873,,2726,277.48526119999997,-226.3704297
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-09,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Swindon,Towcester,Hove",10-12,3717.6359173887877,,2468,-167.80851484000002,-219.27982592
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-10,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Swindon,Hove",12-15,3673.87783666578,,2520,18.08566742000003,-267.38922068
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-11,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3692.0739076457794,,2612,143.1751721,-178.1362315
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2024-12,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3746.70551152578,,2494,-67.21656695999997,-205.06009282
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-01,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3738.56196456578,,2582,-48.245774100000006,-280.25831134
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-02,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3759.47482266578,,2588,234.41999191999997,-348.3332574
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-03,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3860.5931528457795,,2748,386.60481868,-108.04028914
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-04,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Swindon,Hove",15-20,3978.5840502609494,,2756,375.7186028,-112.84753604000002
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-05,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Swindon,Hove",10-12,4222.561578868787,,2954,345.77295898000006,-242.77618312000004
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-06,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Swindon,Hove",10-12,4222.174039028787,,2428,189.58086602,-77.257544
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-07,expanding,5,exclude_worst_if_negative,500,"Romford,Towcester,Harlow,Swindon,Hove",10-12,4232.668535868787,,2542,-348.15752982000004,-473.63510782
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-08,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,4129.127755788788,,2497,-46.68895649999999,-144.04259973
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-09,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3918.771126098787,,1196,-95.93134625000002,-161.94681032
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-10,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3858.309553738787,,1125,-245.42735120999998,-211.33070772999997
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-11,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3823.332179668788,,912,21.96427167999998,-79.47811829
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2025-12,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3844.4501126787873,,1088,49.29211999000001,-71.7446583
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2026-01,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3847.2597255187875,,990,80.57891298999999,-65.68489982
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=500,2026-02,expanding,5,exclude_worst_if_negative,500,"Romford,Harlow,Towcester,Hove,Swindon",10-12,3953.300276148788,,962,222.22550532999998,-22.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-01,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Swindon,Hove,Perry Barr",12-15,1618.495508362037,,3402,-115.09618870009885,-378.5250687676302
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-02,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Swindon,Hove,Towcester",12-15,1502.3419105887074,,3134,251.2895818672506,-323.10678519448163
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-03,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Swindon,Towcester,Hove",12-15,1421.19690812779,,3740,134.04862608076502,-324.68679113817416
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-04,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Swindon,Towcester,Sunderland",10-12,2141.199617461509,,3400,652.6801527237643,-99.441571351357
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-05,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Sunderland",10-12,2422.3006399573746,,3346,328.4650049581852,-203.28132261488255
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-06,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Sunderland",10-12,2600.365764662195,,3352,20.713422947267176,-323.1633759765193
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-07,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Swindon,Towcester,Hove",12-15,1878.3420430217966,,3524,-264.25192189477553,-425.17396109089134
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-08,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Sunderland",10-12,2487.188878107516,,2968,-286.3673291026279,-493.53448601320883
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-09,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1796.4246838004374,,2972,-165.70666533548626,-377.00269488751263
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-10,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,1690.4600545071062,,3448,229.70547277077276,-183.47150742725836
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-11,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1626.7322610976285,,3198,237.99981275583625,-90.61709716069512
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2022-12,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1736.0566801639457,,2802,218.60838822855933,-164.23006127073015
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-01,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1961.7514394153714,,3076,203.98871963091267,-260.4563167152214
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-02,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1871.8597706387136,,2910,380.61344452426954,-60.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-03,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Hove,Swindon",12-15,1836.2637925657798,,3478,-191.66866828000002,-273.57978504000005
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-04,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,1758.4005296857795,,3414,360.49460506,-139.9509047
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-05,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2137.2057758857795,,3436,-0.057583419999936325,-251.4999744
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-06,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2088.4241996257797,,3548,358.03272584000007,-189.54051554000003
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-07,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2253.2258097657796,,3160,167.98742056,-127.0503051
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-08,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2345.96630104578,,2752,-208.02628045999998,-191.79657104
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-09,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2251.44644604578,,2430,380.13012716000003,-178.28319801999996
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-10,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,2767.2393404457794,,2454,344.38185547999996,-181.30982738
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-11,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3038.8378782257796,,2592,302.31600822,-143.17596044
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2023-12,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3281.6702642257796,,2682,-395.87725306,-458.84156865999995
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-01,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3078.8699095857796,,2722,-3.242260039999991,-157.24511606
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-02,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",12-15,3229.1423922857794,,2538,225.30592922000005,-103.0
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-03,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3179.8977276487876,,2802,-133.03105468,-199.09981474000006
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-04,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3242.954498368787,,2662,-5.471273019999984,-225.30693049999996
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-05,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3322.2622215087868,,2754,-183.04426552,-226.39365534000004
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-06,expanding,5,exclude_worst_if_negative,1000,"Harlow,Romford,Towcester,Swindon,Hove",10-12,3081.7530153887874,,2732,434.05849446,-244.76485492
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-07,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Towcester,Swindon,Hove",10-12,3417.200795448787,,2432,-52.7993055,-307.19400564
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-08,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Towcester,Swindon,Hove",10-12,3525.7458264087873,,2726,277.48526119999997,-226.3704297
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-09,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Swindon,Towcester,Hove",10-12,3717.6359173887877,,2468,-167.80851484000002,-219.27982592
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-10,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Towcester,Swindon,Hove",12-15,3673.87783666578,,2520,18.08566742000003,-267.38922068
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-11,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3692.0739076457794,,2612,143.1751721,-178.1362315
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2024-12,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3746.70551152578,,2494,-67.21656695999997,-205.06009282
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-01,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3738.56196456578,,2582,-48.245774100000006,-280.25831134
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-02,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3759.47482266578,,2588,234.41999191999997,-348.3332574
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-03,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Swindon,Towcester,Hove",12-15,3860.5931528457795,,2748,386.60481868,-108.04028914
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-04,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Towcester,Swindon,Hove",15-20,3978.5840502609494,,2756,375.7186028,-112.84753604000002
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-05,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Towcester,Swindon,Hove",10-12,4222.561578868787,,2954,345.77295898000006,-242.77618312000004
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-06,expanding,5,exclude_worst_if_negative,1000,"Romford,Harlow,Towcester,Swindon,Hove",10-12,4222.174039028787,,2428,189.58086602,-77.257544
mode=expanding|topN=5|band=exclude_worst_if_negative|minbets=1000,2025-07,expanding,5,exclude_worst_if_negative,1000,"Romford,Towcester,Harlow,Swindon,Hove",10-12,4232.668535868787,,2542,-348.15752982000004,-473.63510782
