sim,terminal_pnl,max_dd,worst_20d,ruin_200,ruin_300,ruin_500,ruin_750,ruin_1000,ruin_1500,ruin_2000
77,-800.4057832765637,-1118.3819859170112,-246.69073894047438,1,1,1,1,0,0,0
78,-1022.6461737445961,-1332.096757854866,-238.64766056669242,1,1,1,1,1,0,0
79,455.30506210168,-774.7625488969414,-259.6207310623113,1,1,1,1,0,0,0
80,-236.28472029418825,-1363.2546729959229,-243.84145461125559,1,0,0,0,0,0,0
81,-1142.9271986516055,-1386.4726747766845,-219.51487891471842,1,1,1,1,1,0,0
82,246.89367123288358,-854.2940632455624,-257.08573804897463,1,1,1,0,0,0,0
83,-1001.1557216690358,-2010.237405171722,-254.48278662047437,1,1,1,1,1,1,0
84,743.467826015646,-1174.2425706998984,-233.3779963809668,1,1,1,0,0,0,0
85,-1175.4262102829782,-1836.6272788470112,-216.6153962094,1,1,1,1,1,0,0
86,-686.2279224787115,-1568.4076493253415,-283.7052393130169,1,1,1,0,0,0,0
87,-762.5148925911482,-1506.0777068770637,-220.18287473047442,1,1,1,1,1,0,0
88,-60.53400007468076,-843.7435794088966,-233.22243254917132,1,1,1,0,0,0,0
89,-579.496315300374,-1444.0331456870615,-257.0857380489745,1,1,1,1,1,0,0
90,286.1329192491027,-1296.1646799410296,-267.2498716683509,1,1,1,0,0,0,0
91,-589.3668261911375,-1150.3388462516255,-259.62073106231134,1,1,1,1,0,0,0
92,1329.4743894090525,-1260.8084912721133,-264.4799658100626,0,0,0,0,0,0,0
93,35.173871047995156,-1074.8289328158987,-239.17065661691194,1,1,0,0,0,0,0
94,-1517.1884423483837,-1821.7516767178001,-242.16034144047435,1,1,1,1,1,1,0
95,922.808820857971,-1029.62428519154,-229.73826093726575,0,0,0,0,0,0,0
96,52.18198001563717,-904.6179126739069,-251.87253176658345,1,1,1,0,0,0,0
97,-740.2326130178059,-1668.881268528477,-231.62004623999997,1,1,1,1,1,0,0
98,-1889.6081922855642,-2241.885877088461,-267.249871668351,1,1,1,1,1,1,1
99,-141.4198043207145,-617.0127532217399,-251.15213871031796,1,1,0,0,0,0,0
100,278.303460850454,-603.9853008132918,-230.15061532000004,0,0,0,0,0,0,0
101,896.012203310769,-738.1744384984995,-251.1521387103179,1,1,1,0,0,0,0
